"","idorig","commname","sciname","country","g","phi","k","msy","marginalcost","speciescat","speciescatname","regionfao","policy","beta","fvfmsy","bvbmsy","catch","price","idoriglumped","lumpedcatch2012","fmeyvfmsy","bmeyvbmsy","fcsvfmsy","bcsvbmsy"
"552","8478-FAO-57-37","Silver pomfret","Pampus argenteus","Malaysia",0.106254609048697,0.188,23393.8495844147,994.236448467155,61606003.4189179,37,"Miscellaneous pelagic fishes","57","Historic",1.3,1.71129215794787,1.22661595289314,2087,1666.62523,"Lumped-Silver pomfret-FaoRegion57",19816,0.808583558774428,1.2068971393133,0.808583558774428,1.2068971393133
"553","15094-FAO-57-37","Torpedo scad","Megalaspis cordyla","Thailand",0.10425112076992,0.188,159414.607159134,6647.35779316567,107663707.507432,37,"Miscellaneous pelagic fishes","57","Historic",1.3,1.46571615212292,1.16091941243623,11311,993.59553552,"Lumped-Torpedo scad-FaoRegion57",45937,0.808584054642434,1.20689655603628,0.808584054642434,1.20689655603628
"554","5775-FAO-57-37","Torpedo scad","Megalaspis cordyla","Indonesia",0.10425112076992,0.188,270346.653216029,11273.0631410577,107663707.507432,37,"Miscellaneous pelagic fishes","57","Historic",1.3,1.46571615212292,1.16091941243623,19182,993.59553552,"Lumped-Torpedo scad-FaoRegion57",45937,0.808584054642434,1.20689655603628,0.808584054642434,1.20689655603628
"555","8500-FAO-57-37","Torpedo scad","Megalaspis cordyla","Malaysia",0.10425112076992,0.188,217664.149320631,9076.27917581564,107663707.507432,37,"Miscellaneous pelagic fishes","57","Historic",1.3,1.46571615212292,1.16091941243623,15444,993.59553552,"Lumped-Torpedo scad-FaoRegion57",45937,0.808584054642434,1.20689655603628,0.808584054642434,1.20689655603628
"556","507-FAO-57-37","Greenback horse mackerel","Trachurus declivis","Australia",0.0403073065802818,0.188,12324.0380389034,198.690461314658,968654.687379773,37,"Miscellaneous pelagic fishes","57","Historic",1.3,0.815866955105322,0.104870311965034,17,353.1318655,"Lumped-Greenback horse mackerel-FaoRegion57",17,0.59944066459306,1.09976881783535,0.59944066459306,1.09976881783535
"557","5589-FAO-57-37","Blue mackerel","Scomber australasicus","Indonesia",0.10997324138859,0.188,5816.48496208335,255.851427679981,411938.331154063,37,"Miscellaneous pelagic fishes","57","Historic",1.3,6.96648560196606,1.1832458532816,2109,429.99511742,"Lumped-Blue mackerel-FaoRegion57",2109,0.808583977657999,1.20689652029031,0.808583977657999,1.20689652029031
"558","5640-FAO-57-37","Great barracuda","Sphyraena barracuda","Indonesia",0.0130233438198544,0.188,194620.115875529,1013.79569415699,60405263.8330385,37,"Miscellaneous pelagic fishes","57","Historic",1.3,6.59402499594863,0.361406449503396,2416,993.59553552,"Lumped-Great barracuda-FaoRegion57",2416,0.108375031741007,0.730145542377046,0.108375031741007,0.730145542377046
"559","5715-FAO-57-37","Rainbow runner","Elagatis bipinnulata","Indonesia",0.109977198005613,0.188,49150.1639825126,2162.06044302588,8157479.97127604,37,"Miscellaneous pelagic fishes","57","Historic",1.3,3.29481126291507,0.771802822731657,5498,993.59553552,"Lumped-Rainbow runner-FaoRegion57",5576,0.808584034060359,1.20689655061794,0.808584034060359,1.20689655061794
"560","8460-FAO-57-37","Rainbow runner","Elagatis bipinnulata","Malaysia",0.109977198005613,0.188,697.292250024733,30.6731019563511,8157479.97127604,37,"Miscellaneous pelagic fishes","57","Historic",1.3,3.29481126291507,0.771802822731657,78,993.59553552,"Lumped-Rainbow runner-FaoRegion57",5576,0.808584034060359,1.20689655061794,0.808584034060359,1.20689655061794
"561","5737-FAO-57-37","Short mackerel","Rastrelliger brachysoma","Indonesia",0.110128011616076,0.188,1822999.85501596,80301.6818809695,164633765.39938,37,"Miscellaneous pelagic fishes","57","Historic",1.3,0.750397578786665,1.6094244412673,96981,548.53890764,"Lumped-Short mackerel-FaoRegion57",96981,0.808584058848142,1.20689655689666,0.808584058848142,1.20689655689666
"562","5788-FAO-57-37","Yellowstripe scad","Selaroides leptolepis","Indonesia",0.105854707100916,0.188,1002253.3827495,42435.3623456749,169067658.519373,37,"Miscellaneous pelagic fishes","57","Historic",1.3,1.0337009911739,1.49406790489121,65538,993.59553552,"Lumped-Yellowstripe scad-FaoRegion57",66786,0.808584058849398,1.20689655689702,0.808584058849398,1.20689655689702
"563","8515-FAO-57-37","Yellowstripe scad","Selaroides leptolepis","Malaysia",0.105854707100916,0.188,19085.2974102257,808.070618685377,169067658.519373,37,"Miscellaneous pelagic fishes","57","Historic",1.3,1.0337009911739,1.49406790489121,1248,993.59553552,"Lumped-Yellowstripe scad-FaoRegion57",66786,0.808584058849398,1.20689655689702,0.808584058849398,1.20689655689702
"564","709-FAO-57-37","White trevally","Pseudocaranx dentex","Australia",0.0411898367588491,0.188,1063.20524365617,17.516502280924,235638.321251614,37,"Miscellaneous pelagic fishes","57","Historic",1.3,4.81300131244198,0.486318159360435,41,1301.6101515312,"Lumped-White trevally-FaoRegion57",41,0.85131589073701,1.14231449713162,0.85131589073701,1.14231449713162
"565","8377-FAO-57-37","Cobia","Rachycentron canadum","Malaysia",0.110610578040509,0.188,3011.41468297486,133.231658717912,491966.324108655,37,"Miscellaneous pelagic fishes","57","Historic",1.3,2.25391942874351,0.656025021477435,197,993.59553552,"Lumped-Cobia-FaoRegion57",197,0.808584040346894,1.20689654873605,0.808584040346894,1.20689654873605
"566","10047-FAO-51-36","Black marlin","Makaira indica","Oman",0.114846418166249,0.188,1561.54740205009,71.7319829224668,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,128,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"567","10123-FAO-51-36","Black marlin","Makaira indica","Other nei",0.114846418166249,0.188,158.594658020712,7.28527951556303,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,13,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"568","13030-FAO-51-36","Black marlin","Makaira indica","Seychelles",0.114846418166249,0.188,6917.16700751876,317.750268101864,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,567,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"569","13280-FAO-51-36","Black marlin","Makaira indica","South Africa",0.114846418166249,0.188,60.9979453925817,2.80203058290886,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,5,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"570","13588-FAO-51-36","Black marlin","Makaira indica","Spain",0.114846418166249,0.188,36.598767235549,1.68121834974531,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,3,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"571","14645-FAO-51-36","Black marlin","Makaira indica","Taiwan Province of China",0.114846418166249,0.188,2854.70384437282,131.135031280135,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,234,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"572","2263-FAO-51-36","Black marlin","Makaira indica","Comoros",0.114846418166249,0.188,170.794247099229,7.8456856321448,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,14,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"573","5465-FAO-51-36","Black marlin","Makaira indica","India",0.114846418166249,0.188,1890.93630717003,86.8629480701746,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,155,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"574","5796-FAO-51-36","Black marlin","Makaira indica","Iran",0.114846418166249,0.188,1988.53301979816,91.3461970028288,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,163,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"575","6555-FAO-51-36","Black marlin","Makaira indica","Japan",0.114846418166249,0.188,512.382741297686,23.5370568964344,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,42,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"576","7228-FAO-51-36","Black marlin","Makaira indica","Republic of Korea",0.114846418166249,0.188,0,0,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,0,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"577","8757-FAO-51-36","Black marlin","Makaira indica","Mauritius",0.114846418166249,0.188,36.598767235549,1.68121834974531,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,3,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"578","908-FAO-51-36","Black marlin","Makaira indica","Belize",0.114846418166249,0.188,24.3991781570327,1.12081223316354,7888675.33907691,36,"Tunas, bonitos, billfishes","51","Historic",1.3,1.73032401009541,1.03126362413491,2,1477.0491598,"Lumped-Black marlin-FaoRegion51",1329,0.677740595520675,1.36734993331766,0.677740595520675,1.36734993331766
"579","10058-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Oman",0.0461605363990346,0.188,38174.6874859805,704.833514784086,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,943,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"580","10144-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Other nei",0.0461605363990346,0.188,0,0,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,0,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,NA,NA,NA,NA
"581","10213-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Pakistan",0.0461605363990346,0.188,3724.3597547298,68.7642453447889,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,92,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"582","13037-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Seychelles",0.0461605363990346,0.188,40.4821712470631,0.747437449399879,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,1,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"583","13802-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Spain",0.0461605363990346,0.188,40.4821712470631,0.747437449399879,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,1,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"584","14912-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","United Republic of Tanzania",0.0461605363990346,0.188,4898.34272089463,90.4399313773854,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,121,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"585","16273-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","United Arab Emirates",0.0461605363990346,0.188,10525.3645242364,194.333736843969,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,260,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"586","17618-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Yemen",0.0461605363990346,0.188,1214.46513741189,22.4231234819964,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,30,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"587","2273-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Comoros",0.0461605363990346,0.188,1012.05428117658,18.685936234997,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,25,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"588","3932-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","France",0.0461605363990346,0.188,0,0,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,0,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"589","5487-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","India",0.0461605363990346,0.188,398385.047242348,7355.53193954421,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,9841,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"590","5806-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Iran",0.0461605363990346,0.188,332722.965479611,6143.18839661761,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,8219,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"591","7060-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Jordan",0.0461605363990346,0.188,202.410856235315,3.7371872469994,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,5,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"592","8325-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Madagascar",0.0461605363990346,0.188,14533.0994776956,268.330044334557,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,359,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"593","8519-FAO-51-36","Frigate and bullet tunas","Auxis thazard, A. rochei","Maldives",0.0461605363990346,0.188,33235.8625938388,613.646145957301,803921822.084964,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.801326541657888,1.66961223432262,821,2213.6515466,"Lumped-Frigate and bullet tunas-FaoRegion51",20718,0.685159736387987,1.35939421188636,0.685159736387987,1.35939421188636
"594","10068-FAO-51-36","Indo-Pacific sailfish","Istiophorus platypterus","Oman",0.11193985891217,0.188,59260.5189639465,2653.32479178993,145212586.124903,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.676038061926907,1.89101198168551,3392,1477.0491598,"Lumped-Indo-Pacific sailfish-FaoRegion51",16952,0.678254967480504,1.36668707323587,0.678254967480504,1.36668707323587
"595","10147-FAO-51-36","Indo-Pacific sailfish","Istiophorus platypterus","Other nei",0.11193985891217,0.188,0,0,145212586.124903,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.676038061926907,1.89101198168551,0,1477.0491598,"Lumped-Indo-Pacific sailfish-FaoRegion51",16952,0.678254967480504,1.36668707323587,0.678254967480504,1.36668707323587
"596","10223-FAO-51-36","Indo-Pacific sailfish","Istiophorus platypterus","Pakistan",0.11193985891217,0.188,0,0,145212586.124903,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.676038061926907,1.89101198168551,0,1477.0491598,"Lumped-Indo-Pacific sailfish-FaoRegion51",16952,NA,NA,NA,NA
"597","12488-FAO-51-36","Indo-Pacific sailfish","Istiophorus platypterus","Reunion",0.11193985891217,0.188,366.884109151791,16.4268339114353,145212586.124903,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.676038061926907,1.89101198168551,21,1477.0491598,"Lumped-Indo-Pacific sailfish-FaoRegion51",16952,0.678254967480504,1.36668707323587,0.678254967480504,1.36668707323587
"598","12754-FAO-51-36","Indo-Pacific sailfish","Istiophorus platypterus","Saudi Arabia",0.11193985891217,0.188,34.941343728742,1.56446037251765,145212586.124903,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.676038061926907,1.89101198168551,2,1477.0491598,"Lumped-Indo-Pacific sailfish-FaoRegion51",16952,0.678254967480504,1.36668707323587,0.678254967480504,1.36668707323587
"599","13043-FAO-51-36","Indo-Pacific sailfish","Istiophorus platypterus","Seychelles",0.11193985891217,0.188,174.70671864371,7.82230186258823,145212586.124903,36,"Tunas, bonitos, billfishes","51","Historic",1.3,0.676038061926907,1.89101198168551,10,1477.0491598,"Lumped-Indo-Pacific sailfish-FaoRegion51",16952,0.678254967480504,1.36668707323587,0.678254967480504,1.36668707323587
